IoC,Base Severity,Base Score,Final Score,,,,IoC,Base Severity,Base Score,Final Score,,IoC,Base Severity,Base Score,Final Score
CVE-2012-3026,HIGH,10,12.42513769,,,,,,,,,,,,
CVE-2012-3136,HIGH,10,12.42356009,,,,,,,,,,,,
CVE-2012-4956,HIGH,10,12.41988369,,,,,,,,,,,,
CVE-2012-6552,HIGH,10,12.41726166,,,,,,,,,,,,
CVE-2012-3797,HIGH,10,12.41516643,,,,,,,,,,,,
CVE-2012-4704,HIGH,10,12.41516643,,,,,,,,,,,,
CVE-2012-4705,HIGH,10,12.41516643,,,,,,,,,,,,
CVE-2012-4707,HIGH,10,12.41516643,,,,,,,,,,,,
CVE-2012-4708,HIGH,10,12.41516643,,,,,,,,,,,,
CVE-2012-4711,HIGH,10,12.41516643,,,,,,,,,,,,
CVE-2012-5409,HIGH,10,12.41516643,,,,,,,,,,,,
CVE-2012-2561,HIGH,10,12.4141196,,,,,,,,,,,,
CVE-2012-6570,HIGH,10,12.40706733,,,,,,,,,,,,
CVE-2012-4697,HIGH,10,12.40628523,,,,,,,,,,,,
CVE-2012-3270,HIGH,10,12.40576399,,,,,,,,,,,,
CVE-2012-4944,HIGH,10,12.40576399,,,,,,,,,,,,
CVE-2012-4715,HIGH,10,12.38038309,,,,,,,,,,,,
CVE-2012-3013,HIGH,10,12.37883926,,,,,,,,,,,,
CVE-2012-4879,HIGH,10,12.37806779,,,,,,,,,,,,
CVE-2012-1682,HIGH,10,12.37293199,,,,,,,,,,,,
CVE-2012-5272,HIGH,10,12.36653027,,,,,,,,,,,,
CVE-2012-0261,HIGH,10,12.35790269,,,,,,,,,,,,
CVE-2012-0262,HIGH,10,12.35790269,,,,,,,,,,,,
CVE-2012-0264,HIGH,10,12.35790269,,,,,,,,,,,,
CVE-2012-2864,HIGH,10,12.3464314,,,,,,,,,,,,
CVE-2012-3174,HIGH,10,12.34415415,,,,,,,,,,,,
CVE-2012-0434,HIGH,10,12.3413743,,,,,,,,,,,,
CVE-2012-6068,HIGH,10,12.32577667,,,,,,,,,,,,
CVE-2012-1166,HIGH,10,12.31927122,,,,,,,,,,,,
CVE-2012-5390,HIGH,10,12.31702418,,,,,,,,,,,,
CVE-2012-5962,HIGH,10,12.20800053,,,,,,,,,,,,
CVE-2012-5963,HIGH,10,12.20800053,,,,,,,,,,,,
CVE-2012-5964,HIGH,10,12.20800053,,,,,,,,,,,,
CVE-2012-5965,HIGH,10,12.20800053,,,,,,,,,,,,
CVE-2012-5961,HIGH,10,12.20776426,,,,,,,,,,,,
CVE-2012-6069,HIGH,10,12.1992776,,,,,,,,,,,,
CVE-2012-2653,HIGH,10,12.10357291,,,,,,,,,,,,
CVE-2012-4599,HIGH,10,12.09174166,,,,,,,,,,,,
CVE-2012-4681,HIGH,10,12.0483976,,,,,,,,,,,,
CVE-2012-0202,HIGH,10,12.04416737,,,,,,,,,,,,
CVE-2012-0275,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-0697,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-0761,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-0762,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-0918,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-2023,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-2024,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-2025,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-2026,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-2118,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-2321,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-2376,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-2568,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-3258,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-3259,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-3298,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-3416,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-3575,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-3576,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4033,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4050,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4172,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4173,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4174,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4175,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4176,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4190,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4328,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4333,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4334,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4577,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-4886,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5106,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5196,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5197,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5248,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5249,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5250,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5251,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5252,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5253,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5254,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5255,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5256,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5257,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5258,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5259,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5260,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5261,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5262,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5263,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5264,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5265,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5266,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5267,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5268,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5269,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5270,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5271,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5286,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5287,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5862,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5863,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5864,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5895,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5896,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-5955,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-6046,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-6429,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-6503,HIGH,10,12.04318415,,,,,,,,,,,,
CVE-2012-0131,HIGH,10,12.0425623,,,,,,,,,,,,
CVE-2012-0443,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-0695,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-0776,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-1525,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-1530,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-1532,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-1533,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-1541,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-2049,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-2050,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-2051,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-3143,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-3213,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-3342,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-3958,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-3964,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-3966,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-3970,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-3971,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4147,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4148,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4149,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4150,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4151,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4152,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4153,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4154,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4155,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4156,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4157,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4158,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4159,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4160,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-4301,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-5076,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-5078,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-5086,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-5087,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-5088,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-5112,HIGH,10,12.03863415,,,,,,,,,,,,
CVE-2012-5959,HIGH,10,12.028921,,,,,,,,,,,,
CVE-2012-5960,HIGH,10,12.028921,,,,,,,,,,,,
CVE-2012-0127,HIGH,10,12.02574039,,,,,,,,,,,,
CVE-2012-2029,HIGH,10,12.02483489,,,,,,,,,,,,
CVE-2012-2030,HIGH,10,12.02483489,,,,,,,,,,,,
CVE-2012-2031,HIGH,10,12.02483489,,,,,,,,,,,,
CVE-2012-2032,HIGH,10,12.02483489,,,,,,,,,,,,
CVE-2012-2033,HIGH,10,12.02483489,,,,,,,,,,,,
CVE-2012-1531,HIGH,10,12.02311708,,,,,,,,,,,,
CVE-2012-5083,HIGH,10,12.02311708,,,,,,,,,,,,
CVE-2012-3135,HIGH,10,12.02290246,,,,,,,,,,,,
CVE-2012-0297,HIGH,10,12.02204424,,,,,,,,,,,,
CVE-2012-0299,HIGH,10,12.02204424,,,,,,,,,,,,
CVE-2012-0778,HIGH,10,12.02204424,,,,,,,,,,,,
CVE-2012-0780,HIGH,10,12.02204424,,,,,,,,,,,,
CVE-2012-2271,HIGH,10,12.02204424,,,,,,,,,,,,
CVE-2012-1002,HIGH,10,12.02161528,,,,,,,,,,,,
CVE-2012-5973,HIGH,10,12.02161528,,,,,,,,,,,,
CVE-2012-1695,HIGH,10,12.02011469,,,,,,,,,,,,
CVE-2012-2405,HIGH,10,12.02011469,,,,,,,,,,,,
CVE-2012-0123,HIGH,10,12.01931028,,,,,,,,,,,,
CVE-2012-2399,HIGH,10,12.01904357,,,,,,,,,,,,
CVE-2012-2400,HIGH,10,12.01904357,,,,,,,,,,,,
CVE-2012-1805,HIGH,10,12.01882941,,,,,,,,,,,,
CVE-2012-1808,HIGH,10,12.01882941,,,,,,,,,,,,
CVE-2012-2688,HIGH,10,12.01840119,,,,,,,,,,,,
CVE-2012-2953,HIGH,10,12.01840119,,,,,,,,,,,,
CVE-2012-2974,HIGH,10,12.01840119,,,,,,,,,,,,
CVE-2012-2976,HIGH,10,12.01840119,,,,,,,,,,,,
CVE-2012-0468,HIGH,10,12.01690316,,,,,,,,,,,,
CVE-2012-0469,HIGH,10,12.01690316,,,,,,,,,,,,
CVE-2012-0507,HIGH,10,12.01690316,,,,,,,,,,,,
CVE-2012-1951,HIGH,10,12.01690316,,,,,,,,,,,,
CVE-2012-1954,HIGH,10,12.01690316,,,,,,,,,,,,
CVE-2012-1962,HIGH,10,12.01690316,,,,,,,,,,,,
CVE-2012-1967,HIGH,10,12.01690316,,,,,,,,,,,,
CVE-2012-0229,HIGH,10,12.01659613,,,,,,,,,,,,
CVE-2012-0238,HIGH,10,12.01638231,,,,,,,,,,,,
CVE-2012-0240,HIGH,10,12.01638231,,,,,,,,,,,,
CVE-2012-0242,HIGH,10,12.01638231,,,,,,,,,,,,
CVE-2012-0243,HIGH,10,12.01638231,,,,,,,,,,,,
CVE-2012-0500,HIGH,10,12.01540632,,,,,,,,,,,,
CVE-2012-0290,HIGH,10,12.01519259,,,,,,,,,,,,
CVE-2012-0497,HIGH,10,12.01519259,,,,,,,,,,,,
CVE-2012-0498,HIGH,10,12.01519259,,,,,,,,,,,,
CVE-2012-0499,HIGH,10,12.01519259,,,,,,,,,,,,
CVE-2012-1774,HIGH,10,12.01519259,,,,,,,,,,,,
CVE-2012-0230,HIGH,10,12.01509993,,,,,,,,,,,,
CVE-2012-0231,HIGH,10,12.01509993,,,,,,,,,,,,
CVE-2012-0774,HIGH,10,12.01433789,,,,,,,,,,,,
CVE-2012-0775,HIGH,10,12.01433789,,,,,,,,,,,,
CVE-2012-1797,HIGH,10,12.01433789,,,,,,,,,,,,
CVE-2012-1478,HIGH,10,12.01412428,,,,,,,,,,,,
CVE-2012-1479,HIGH,10,12.01412428,,,,,,,,,,,,
CVE-2012-1480,HIGH,10,12.01412428,,,,,,,,,,,,
CVE-2012-2576,HIGH,10,12.01412428,,,,,,,,,,,,
CVE-2012-1382,HIGH,10,12.01369712,,,,,,,,,,,,
CVE-2012-1481,HIGH,10,12.01369712,,,,,,,,,,,,
CVE-2012-1482,HIGH,10,12.01369712,,,,,,,,,,,,
CVE-2012-1483,HIGH,10,12.01369712,,,,,,,,,,,,
CVE-2012-1484,HIGH,10,12.01369712,,,,,,,,,,,,
CVE-2012-1485,HIGH,10,12.01369712,,,,,,,,,,,,
CVE-2012-0467,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-0470,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-0804,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-1713,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-1716,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-1721,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-1722,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-1723,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-1725,HIGH,10,12.01262966,,,,,,,,,,,,
CVE-2012-0759,HIGH,10,12.00559965,,,,,,,,,,,,
CVE-2012-2166,HIGH,10,12.0017762,,,,,,,,,,,,
CVE-2012-6660,HIGH,10,11.99796058,,,,,,,,,,,,
CVE-2012-6693,HIGH,10,11.99796058,,,,,,,,,,,,
CVE-2012-6694,HIGH,10,11.99796058,,,,,,,,,,,,
CVE-2012-6695,HIGH,10,11.99796058,,,,,,,,,,,,
CVE-2012-3506,HIGH,10,11.98719184,,,,,,,,,,,,
CVE-2012-4341,HIGH,10,11.96896443,,,,,,,,,,,,
CVE-2012-4504,HIGH,10,11.96896443,,,,,,,,,,,,
CVE-2012-4505,HIGH,10,11.96896443,,,,,,,,,,,,
CVE-2012-6298,HIGH,10,11.96896443,,,,,,,,,,,,
CVE-2012-6299,HIGH,10,11.96896443,,,,,,,,,,,,
CVE-2012-1852,HIGH,10,11.95649752,,,,,,,,,,,,
CVE-2012-1853,HIGH,10,11.95649752,,,,,,,,,,,,
CVE-2012-6706,HIGH,10,11.95463472,,,,,,,,,,,,
CVE-2012-0751,HIGH,10,11.9527738,,,,,,,,,,,,
CVE-2012-0752,HIGH,10,11.9527738,,,,,,,,,,,,
CVE-2012-0753,HIGH,10,11.9527738,,,,,,,,,,,,
CVE-2012-0754,HIGH,10,11.9527738,,,,,,,,,,,,
CVE-2012-0755,HIGH,10,11.9527738,,,,,,,,,,,,
CVE-2012-0756,HIGH,10,11.9527738,,,,,,,,,,,,
