CVE-2023-1534,
CVE-2023-1533,
CVE-2023-1532,
CVE-2023-1531,
CVE-2023-1530,
CVE-2023-1529,
CVE-2023-1528,
CVE-2023-1262,
CVE-2023-1261,
CVE-2023-0391,
CVE-2023-27087,
CVE-2023-25134,
CVE-2022-45636,
CVE-2022-38458,
CVE-2022-38452,
CVE-2022-37337,
CVE-2022-36429,
CVE-2018-25082,
CVE-2023-25684,
CVE-2023-1306,
CVE-2023-1305,
CVE-2023-1304,
CVE-2023-27570,
CVE-2023-27569,
CVE-2023-25923,
CVE-2023-25686,
CVE-2022-45637,
CVE-2022-45635,
CVE-2023-27874,
CVE-2023-27873,
CVE-2023-27871,
CVE-2023-27842,
CVE-2023-25689,
CVE-2023-25687,
CVE-2023-27983,
CVE-2023-27979,
CVE-2022-42334,
CVE-2022-42333,
CVE-2022-42332,
CVE-2022-42331,
CVE-2023-27977,
CVE-2023-1314,
CVE-2023-1154,
CVE-2023-1153,
CVE-2023-27984,
CVE-2023-1545,
CVE-2016-15029,
CVE-2023-27981,
CVE-2023-27978,
CVE-2023-1462,
CVE-2023-27982,
CVE-2023-27980,
CVE-2022-42485,
CVE-2022-41831,
CVE-2022-41785,
CVE-2023-1543,
CVE-2023-1542,
CVE-2023-1541,
CVE-2023-1540,
CVE-2023-1539,
CVE-2023-1538,
CVE-2023-1537,
CVE-2023-1536,
CVE-2023-1535,
CVE-2023-1527,
CVE-2012-10009,
CVE-2022-45124,
CVE-2022-43663,
CVE-2023-28425,
CVE-2023-27578,
CVE-2023-0681,
CVE-2023-27586,
CVE-2023-22288,
CVE-2023-1517,
CVE-2023-0940,
CVE-2023-0937,
CVE-2023-0911,
CVE-2023-0890,
CVE-2023-0876,
CVE-2023-0875,
CVE-2023-0865,
CVE-2023-0631,
CVE-2023-0630,
CVE-2023-0370,
CVE-2023-0369,
CVE-2023-0365,
CVE-2023-0364,
CVE-2023-0340,
CVE-2023-0273,
CVE-2023-0175,
CVE-2023-0167,
CVE-2023-0145,
CVE-2022-4148,
CVE-2022-3894,
CVE-2023-28429,
CVE-2023-28428,
CVE-2023-1515,
CVE-2023-28426,
CVE-2023-28424,
CVE-2023-28118,
CVE-2023-26513,
CVE-2023-0320,
CVE-2022-47591,
CVE-2023-23721,
CVE-2023-23718,
CVE-2023-22682,
CVE-2023-22680,
CVE-2023-22679,
CVE-2023-22678,
CVE-2022-47592,
CVE-2023-25795,
CVE-2023-25794,
CVE-2023-25064,
CVE-2023-24381,
CVE-2023-22681,
CVE-2023-25782,
CVE-2023-1507,
CVE-2023-1506,
CVE-2023-1505,
CVE-2023-1504,
CVE-2023-1503,
CVE-2023-1502,
CVE-2023-1250,
CVE-2023-1248,
CVE-2022-4933,
CVE-2015-10096,
CVE-2023-1501,
CVE-2023-1500,
CVE-2023-1499,
CVE-2023-1498,
CVE-2023-1497,
CVE-2023-1496,
CVE-2023-28617,
CVE-2022-48425,
CVE-2022-48424,
CVE-2022-48423,
CVE-2023-26905,
CVE-2023-26806,
CVE-2023-26805,
CVE-2022-48422,
CVE-2023-1495,
CVE-2023-1494,
CVE-2023-1493,
CVE-2023-1492,
CVE-2023-1491,
CVE-2023-1490,
CVE-2023-1489,
CVE-2021-46877,
CVE-2023-28609,
CVE-2023-1488,
CVE-2023-1487,
CVE-2023-1486,
CVE-2023-1485,
CVE-2023-28607,
CVE-2023-28606,
CVE-2023-1484,
CVE-2023-1483,
CVE-2023-1482,
CVE-2023-1481,
CVE-2023-1480,
CVE-2023-1479,
CVE-2023-26113,
CVE-2023-24278,
CVE-2023-28116,
CVE-2023-28115,
CVE-2023-27595,
CVE-2023-27253,
CVE-2023-24678,
CVE-2023-27594,
CVE-2023-27593,
CVE-2023-27592,
CVE-2023-27591,
CVE-2023-28112,
CVE-2023-28111,
CVE-2023-28107,
CVE-2023-25172,
CVE-2023-0027,
CVE-2022-46867,
CVE-2022-46854,
CVE-2023-26040,
CVE-2023-23622,
CVE-2023-1475,
CVE-2023-1474,
CVE-2023-1472,
CVE-2023-1471,
CVE-2023-1470,
CVE-2022-45817,
CVE-2022-45814,
CVE-2022-43461,
CVE-2023-1469,
CVE-2023-1172,
CVE-2023-1468,
CVE-2023-1467,
CVE-2023-1466,
CVE-2023-1464,
CVE-2023-1463,
CVE-2023-1461,
CVE-2023-1152,
CVE-2023-1460,
CVE-2023-1459,
CVE-2023-1455,
CVE-2023-1454,
CVE-2023-1453,
CVE-2023-1452,
CVE-2023-1451,
CVE-2023-1450,
CVE-2023-1449,
CVE-2023-1448,
CVE-2023-1447,
CVE-2023-1446,
CVE-2023-1445,
CVE-2023-1444,
CVE-2023-1443,
CVE-2023-1442,
CVE-2023-1441,
CVE-2023-1440,
CVE-2023-1439,
CVE-2021-21548,
CVE-2023-28531,
CVE-2023-27059,
CVE-2023-28113,
CVE-2023-27494,
CVE-2023-23935,
CVE-2023-22883,
CVE-2023-22882,
CVE-2023-22881,
CVE-2023-22880,
CVE-2023-21465,
CVE-2023-21464,
CVE-2023-21463,
CVE-2023-21462,
CVE-2023-21461,
CVE-2023-21460,
CVE-2023-21459,
CVE-2023-21458,
CVE-2023-21457,
CVE-2023-21456,
CVE-2023-21455,
CVE-2023-21454,
CVE-2023-21453,
CVE-2023-21452,
CVE-2023-21449,
CVE-2023-1390,
CVE-2022-43606,
CVE-2022-43605,
