IoC,Base Severity,Base Score,Final Score,,,,IoC,Base Severity,Base Score,Final Score,,IoC,Base Severity,Base Score,Final Score
CVE-1999-0853,HIGH,10,12.22641198,,,,CVE-2002-0189,HIGH,7.5,83.99523783,,CVE-1999-0853,HIGH,10,12.22641198
CVE-1999-0878,HIGH,10,12.22641198,,,,CVE-2002-0190,HIGH,7.5,83.99523783,,CVE-1999-0878,HIGH,10,12.22641198
CVE-1999-0896,HIGH,10,12.22641198,,,,CVE-2002-0193,HIGH,7.5,83.99523783,,CVE-1999-0896,HIGH,10,12.22641198
CVE-1999-0911,HIGH,10,12.22641198,,,,CVE-2002-0242,HIGH,7.5,83.99523783,,CVE-1999-0911,HIGH,10,12.22641198
CVE-1999-0920,HIGH,10,12.22641198,,,,CVE-2002-0269,HIGH,7.5,83.99523783,,CVE-1999-0920,HIGH,10,12.22641198
CVE-1999-0992,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-1999-1059,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-1999-1190,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-1999-1584,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-1999-1588,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0306,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0308,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0348,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0384,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0563,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0681,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0687,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0699,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0733,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0743,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0757,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0784,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0793,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0798,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0843,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0985,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-0999,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-1046,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-1157,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2000-1172,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0113,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0133,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0192,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0225,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0271,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0285,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0296,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0320,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0432,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0671,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0800,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0840,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0966,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-0968,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1025,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1061,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1163,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1220,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1223,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1240,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1260,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1356,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1363,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1514,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1573,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2001-1574,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0394,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0416,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0423,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0427,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0432,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0434,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0437,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0467,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0488,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0490,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0491,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0495,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0508,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0513,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0516,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0525,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0528,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0537,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0539,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0599,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0613,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0626,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0736,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0742,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0743,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0744,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0745,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0746,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0747,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0753,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0773,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0774,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0777,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0801,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0901,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-0951,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1034,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1058,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1251,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1428,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1440,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1466,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1468,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1478,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1482,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1510,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1519,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1520,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1537,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1560,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1572,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1573,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1582,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1621,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1641,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1686,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1689,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1690,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1840,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1854,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1868,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1874,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1959,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1971,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1974,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-1993,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2017,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2047,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2088,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2133,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2152,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2176,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2198,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2201,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2207,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2209,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2218,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2236,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2264,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2365,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2368,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2374,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2390,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2397,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2417,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-2002-2425,HIGH,10,12.1757412,,,,,,,,,,,,
CVE-1999-0943,HIGH,10,12.17463481,,,,,,,,,,,,
CVE-1999-0950,HIGH,10,12.17463481,,,,,,,,,,,,
CVE-1999-0951,HIGH,10,12.17463481,,,,,,,,,,,,
CVE-1999-1319,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0012,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0042,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0044,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0059,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0062,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0091,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0128,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0133,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0141,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0175,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0177,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0191,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0233,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0244,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0248,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0287,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0300,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0343,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0352,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0353,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0359,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0370,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0376,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0398,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0405,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0425,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0428,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0437,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0449,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0491,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0506,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0527,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0558,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0577,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0586,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0587,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0614,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0623,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0684,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0685,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0690,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0706,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2000-0800,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2001-0010,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2001-0011,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2001-0013,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2001-0282,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2001-0284,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2001-0534,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2001-1252,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2002-0450,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2002-0667,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2002-0988,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2002-1215,HIGH,10,12.1743583,,,,,,,,,,,,
CVE-2002-0311,HIGH,10,12.17408184,,,,,,,,,,,,
CVE-2000-0697,HIGH,10,12.1704914,,,,,,,,,,,,
CVE-2002-0471,HIGH,10,12.1704914,,,,,,,,,,,,
CVE-2000-1241,HIGH,10,12.06707134,,,,,,,,,,,,
CVE-2001-1009,HIGH,10,11.94311324,,,,,,,,,,,,
CVE-2001-0431,HIGH,10,11.93822528,,,,,,,,,,,,
CVE-1999-0003,HIGH,10,11.69078119,,,,,,,,,,,,
CVE-1999-0008,HIGH,10,11.65743231,,,,,,,,,,,,
CVE-1999-0009,HIGH,10,11.65743231,,,,,,,,,,,,
CVE-1999-0011,HIGH,10,11.65743231,,,,,,,,,,,,
CVE-1999-0018,HIGH,10,11.65743231,,,,,,,,,,,,
CVE-1999-0095,HIGH,10,11.61442953,,,,,,,,,,,,
CVE-2002-2445,HIGH,10,11.57729923,,,,,,,,,,,,
CVE-1999-0250,HIGH,10,11.54050897,,,,,,,,,,,,
CVE-1999-0283,HIGH,10,11.54050897,,,,,,,,,,,,
CVE-1999-0347,HIGH,10,11.54050897,,,,,,,,,,,,
CVE-1999-0364,HIGH,10,11.54050897,,,,,,,,,,,,
CVE-1999-0407,HIGH,10,11.54050897,,,,,,,,,,,,
CVE-1999-0661,HIGH,10,11.54050897,,,,,,,,,,,,
CVE-1999-0798,HIGH,10,11.54050897,,,,,,,,,,,,
CVE-1999-0913,HIGH,10,11.54050897,,,,,,,,,,,,
CVE-2000-0322,HIGH,10,11.50357161,,,,,,,,,,,,
CVE-2002-0473,HIGH,10,11.50357161,,,,,,,,,,,,
CVE-1999-1064,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1086,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1125,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1160,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1293,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1299,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1376,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1405,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1420,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-1999-1508,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2000-0002,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2000-0003,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2000-0026,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2000-0509,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2000-1035,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2001-0134,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2001-0277,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2001-0464,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2001-0552,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2001-1196,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2001-1370,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0048,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0083,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0198,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0255,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0267,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0272,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0287,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0335,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0359,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0480,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0489,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0639,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0640,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0665,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-0702,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-1110,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-1225,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-1226,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-1383,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-1399,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-2400,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2002-2402,HIGH,10,11.49770162,,,,,,,,,,,,
CVE-2000-0166,HIGH,10,11.49166456,,,,,,,,,,,,
CVE-1999-0760,HIGH,10,11.47353672,,,,,,,,,,,,
CVE-1999-0919,HIGH,10,11.46072498,,,,,,,,,,,,
CVE-2000-0704,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2000-1029,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2000-1220,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2000-1221,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2001-0499,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2001-0555,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2001-0799,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2001-0972,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2001-1440,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2001-1481,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-0308,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-0393,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-1629,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-1645,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-1659,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-1691,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-1699,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-1734,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-1918,HIGH,10,11.44819511,,,,,,,,,,,,
CVE-2002-1792,HIGH,10,11.44801186,,,,,,,,,,,,
CVE-2002-2159,HIGH,10,11.44801186,,,,,,,,,,,,
CVE-2002-0449,HIGH,10,11.44672969,,,,,,,,,,,,
CVE-2002-2227,HIGH,10,11.4448998,,,,,,,,,,,,
CVE-2002-2248,HIGH,10,11.4448998,,,,,,,,,,,,
CVE-2002-2250,HIGH,10,11.4448998,,,,,,,,,,,,
