IoC,Base Severity,Base Score,Final Score,,,,IoC,Base Severity,Base Score,Final Score,,IoC,Base Severity,Base Score,Final Score
CVE-2010-2272,HIGH,10,12.49952428,,,,CVE-2010-0248,HIGH,9.3,107.769648,,CVE-2010-2272,HIGH,10,12.49952428
CVE-2010-2276,HIGH,10,12.49952428,,,,CVE-2010-0267,HIGH,9.3,107.769648,,CVE-2010-2276,HIGH,10,12.49952428
CVE-2010-1937,HIGH,10,12.49895148,,,,CVE-2010-0489,HIGH,9.3,107.769648,,CVE-2010-1937,HIGH,10,12.49895148
CVE-2010-1120,HIGH,10,12.49752017,,,,CVE-2010-0490,HIGH,9.3,107.769648,,CVE-2010-1120,HIGH,10,12.49752017
CVE-2010-2771,HIGH,10,12.48923759,,,,CVE-2010-0491,HIGH,9.3,107.769648,,CVE-2010-2771,HIGH,10,12.48923759
CVE-2010-1517,HIGH,10,12.4858198,,,,CVE-2010-0492,HIGH,9.3,107.769648,,CVE-2010-1517,HIGH,10,12.4858198
CVE-2010-1518,HIGH,10,12.4858198,,,,CVE-2010-0555,HIGH,9.3,107.769648,,CVE-2010-1518,HIGH,10,12.4858198
CVE-2010-2965,HIGH,10,12.4852507,,,,CVE-2010-0805,HIGH,9.3,107.769648,,CVE-2010-2965,HIGH,10,12.4852507
CVE-2010-2976,HIGH,10,12.48382864,,,,CVE-2010-0806,HIGH,9.3,107.769648,,CVE-2010-2976,HIGH,10,12.48382864
CVE-2010-2977,HIGH,10,12.48382864,,,,CVE-2010-0807,HIGH,9.3,107.769648,,CVE-2010-2977,HIGH,10,12.48382864
CVE-2010-2978,HIGH,10,12.48382864,,,,CVE-2010-1175,HIGH,9.3,107.769648,,CVE-2010-2978,HIGH,10,12.48382864
CVE-2010-2984,HIGH,10,12.48382864,,,,CVE-2010-1259,HIGH,9.3,107.769648,,CVE-2010-2984,HIGH,10,12.48382864
CVE-2010-0098,HIGH,10,12.48017115,,,,CVE-2010-1260,HIGH,9.3,107.769648,,CVE-2010-0098,HIGH,10,12.48017115
CVE-2010-3031,HIGH,10,12.47814996,,,,CVE-2010-1261,HIGH,9.3,107.769648,,CVE-2010-3031,HIGH,10,12.47814996
CVE-2010-3398,HIGH,10,12.47333509,,,,CVE-2010-1262,HIGH,9.3,107.769648,,CVE-2010-3398,HIGH,10,12.47333509
CVE-2010-3761,HIGH,10,12.46768462,,,,CVE-2010-2556,HIGH,9.3,107.769648,,CVE-2010-3761,HIGH,10,12.46768462
CVE-2010-3085,HIGH,10,12.46571054,,,,CVE-2010-2557,HIGH,9.3,107.769648,,CVE-2010-3085,HIGH,10,12.46571054
CVE-2010-3748,HIGH,10,12.46401994,,,,CVE-2010-2558,HIGH,9.3,107.769648,,CVE-2010-3748,HIGH,10,12.46401994
CVE-2010-4070,HIGH,10,12.46176794,,,,CVE-2010-2559,HIGH,9.3,107.769648,,CVE-2010-4070,HIGH,10,12.46176794
CVE-2010-2585,HIGH,10,12.4614866,,,,CVE-2010-2560,HIGH,9.3,107.769648,,CVE-2010-2585,HIGH,10,12.4614866
CVE-2010-4142,HIGH,10,12.45951834,,,,CVE-2010-3326,HIGH,9.3,107.769648,,CVE-2010-4142,HIGH,10,12.45951834
CVE-2010-3036,HIGH,10,12.45895632,,,,CVE-2010-3328,HIGH,9.3,107.769648,,CVE-2010-3036,HIGH,10,12.45895632
CVE-2010-3040,HIGH,10,12.45783273,,,,CVE-2010-3329,HIGH,9.3,107.769648,,CVE-2010-3040,HIGH,10,12.45783273
CVE-2010-3509,HIGH,10,12.45755193,,,,CVE-2010-3331,HIGH,9.3,107.769648,,CVE-2010-3509,HIGH,10,12.45755193
CVE-2010-1318,HIGH,10,12.45390491,,,,CVE-2010-3340,HIGH,9.3,107.769648,,CVE-2010-1318,HIGH,10,12.45390491
CVE-2010-3038,HIGH,10,12.44942497,,,,CVE-2010-3343,HIGH,9.3,107.769648,,CVE-2010-3038,HIGH,10,12.44942497
CVE-2010-1319,HIGH,10,12.44411748,,,,CVE-2010-3345,HIGH,9.3,107.769648,,CVE-2010-1319,HIGH,10,12.44411748
CVE-2010-4601,HIGH,10,12.44244423,,,,CVE-2010-3346,HIGH,9.3,107.769648,,CVE-2010-4601,HIGH,10,12.44244423
CVE-2010-4606,HIGH,10,12.44244423,,,,CVE-2010-3962,HIGH,9.3,107.769648,,CVE-2010-4606,HIGH,10,12.44244423
CVE-2010-0121,HIGH,10,12.44055001,,,,CVE-2010-3971,HIGH,9.3,107.769648,,CVE-2010-0121,HIGH,10,12.44055001
CVE-2010-4597,HIGH,10,12.44049379,,,,,,,,,CVE-2010-4597,HIGH,10,12.44049379
CVE-2010-2523,HIGH,10,12.43965845,,,,,,,,,,,,
CVE-2010-2947,HIGH,10,12.43965845,,,,,,,,,,,,
CVE-2010-1676,HIGH,10,12.43743251,,,,,,,,,,,,
CVE-2010-4581,HIGH,10,12.43743251,,,,,,,,,,,,
CVE-2010-4586,HIGH,10,12.43743251,,,,,,,,,,,,
CVE-2010-4726,HIGH,10,12.43382041,,,,,,,,,,,,
CVE-2010-4727,HIGH,10,12.43382041,,,,,,,,,,,,
CVE-2010-0125,HIGH,10,12.4324932,,,,,,,,,,,,
CVE-2010-4722,HIGH,10,12.4307689,,,,,,,,,,,,
CVE-2010-4724,HIGH,10,12.4307689,,,,,,,,,,,,
CVE-2010-4725,HIGH,10,12.4307689,,,,,,,,,,,,
CVE-2010-4733,HIGH,10,12.4307689,,,,,,,,,,,,
CVE-2010-1760,HIGH,10,12.42219319,,,,,,,,,,,,
CVE-2010-4235,HIGH,10,12.41695454,,,,,,,,,,,,
CVE-2010-4711,HIGH,10,12.41145444,,,,,,,,,,,,
CVE-2010-4712,HIGH,10,12.41145444,,,,,,,,,,,,
CVE-2010-4713,HIGH,10,12.41145444,,,,,,,,,,,,
CVE-2010-4714,HIGH,10,12.41145444,,,,,,,,,,,,
CVE-2010-4742,HIGH,10,12.41145444,,,,,,,,,,,,
CVE-2010-0358,HIGH,10,12.41090523,,,,,,,,,,,,
CVE-2010-0360,HIGH,10,12.41090523,,,,,,,,,,,,
CVE-2010-0361,HIGH,10,12.41090523,,,,,,,,,,,,
CVE-2010-1386,HIGH,10,12.37902788,,,,,,,,,,,,
CVE-2010-4802,HIGH,10,12.37794673,,,,,,,,,,,,
CVE-2010-4803,HIGH,10,12.37794673,,,,,,,,,,,,
CVE-2010-4221,HIGH,10,12.37281899,,,,,,,,,,,,
CVE-2010-4308,HIGH,10,12.36743518,,,,,,,,,,,,
CVE-2010-4309,HIGH,10,12.36743518,,,,,,,,,,,,
CVE-2010-2217,HIGH,10,12.32328861,,,,,,,,,,,,
CVE-2010-4663,HIGH,10,12.31305438,,,,,,,,,,,,
CVE-2010-4889,HIGH,10,12.30860946,,,,,,,,,,,,
CVE-2010-5185,HIGH,10,12.27905278,,,,,,,,,,,,
CVE-2010-0071,HIGH,10,12.26892597,,,,,,,,,,,,
CVE-2010-0072,HIGH,10,12.26892597,,,,,,,,,,,,
CVE-2010-0079,HIGH,10,12.26892597,,,,,,,,,,,,
CVE-2010-0873,HIGH,10,12.2667368,,,,,,,,,,,,
CVE-2010-0898,HIGH,10,12.2667368,,,,,,,,,,,,
CVE-2010-0907,HIGH,10,12.2667368,,,,,,,,,,,,
CVE-2010-2451,HIGH,10,12.26315887,,,,,,,,,,,,
CVE-2010-5286,HIGH,10,12.25780397,,,,,,,,,,,,
CVE-2010-4116,HIGH,10,12.20131786,,,,,,,,,,,,
CVE-2010-4557,HIGH,10,12.19144287,,,,,,,,,,,,
CVE-2010-5323,HIGH,10,12.03583227,,,,,,,,,,,,
CVE-2010-5308,HIGH,10,12.02270561,,,,,,,,,,,,
CVE-2010-0887,HIGH,10,11.93805289,,,,,,,,,,,,
CVE-2010-5324,HIGH,10,11.9172696,,,,,,,,,,,,
CVE-2010-0138,HIGH,10,11.86425962,,,,,,,,,,,,
CVE-2010-0274,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-0275,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-0276,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-0284,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-0570,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-0595,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-0888,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-0918,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-1349,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-1490,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-1574,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-1962,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-2028,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-2361,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-2362,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-2468,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-3186,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-3491,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-3510,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-3912,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-4218,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-4326,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-4449,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-4509,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-4511,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-4773,HIGH,10,11.86229182,,,,,,,,,,,,
CVE-2010-4871,HIGH,10,11.85981339,,,,,,,,,,,,
CVE-2010-4953,HIGH,10,11.85981339,,,,,,,,,,,,
CVE-2010-5290,HIGH,10,11.85981339,,,,,,,,,,,,
CVE-2010-0646,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1119,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1121,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1122,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1228,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1229,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1233,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1505,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1608,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1663,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1763,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-1769,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-2755,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-2863,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-2994,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-2995,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-3193,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-3552,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-3558,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-3563,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-3635,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-3731,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-4508,HIGH,10,11.85548435,,,,,,,,,,,,
CVE-2010-4452,HIGH,10,11.83623393,,,,,,,,,,,,
CVE-2010-4463,HIGH,10,11.83623393,,,,,,,,,,,,
CVE-2010-4467,HIGH,10,11.83623393,,,,,,,,,,,,
CVE-2010-5306,HIGH,10,11.81678594,,,,,,,,,,,,
CVE-2010-5307,HIGH,10,11.81678594,,,,,,,,,,,,
CVE-2010-5309,HIGH,10,11.81678594,,,,,,,,,,,,
CVE-2010-5310,HIGH,10,11.81678594,,,,,,,,,,,,
CVE-2010-1356,HIGH,10,11.78919789,,,,,,,,,,,,
CVE-2010-0160,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-0219,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-0447,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-0689,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-0886,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-0990,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-0998,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1039,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1185,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1223,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1462,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1549,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1550,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1551,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1552,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1553,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1555,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1573,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1960,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1961,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1988,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-2102,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-2193,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-2261,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-2521,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-2703,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-2704,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-3032,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-3566,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-3567,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-3754,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-3757,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-3758,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-3759,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-4227,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-4229,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-4232,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-4233,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-4279,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-4325,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-4435,HIGH,10,11.77773048,,,,,,,,,,,,
CVE-2010-1554,HIGH,10,11.77753342,,,,,,,,,,,,
CVE-2010-0239,HIGH,10,11.77733639,,,,,,,,,,,,
CVE-2010-0240,HIGH,10,11.77733639,,,,,,,,,,,,
CVE-2010-0241,HIGH,10,11.77733639,,,,,,,,,,,,
CVE-2010-0108,HIGH,10,11.77571286,,,,,,,,,,,,
CVE-2010-0174,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-0231,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-0270,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-0477,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-2351,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-2421,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3553,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3554,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3556,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3559,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3562,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3565,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3568,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3569,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3571,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3572,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-3574,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-4454,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-4462,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-4465,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-4469,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-4473,HIGH,10,11.7737935,,,,,,,,,,,,
CVE-2010-0159,HIGH,10,11.770454,,,,,,,,,,,,
CVE-2010-1230,HIGH,10,11.770454,,,,,,,,,,,,
CVE-2010-1809,HIGH,10,11.770454,,,,,,,,,,,,
CVE-2010-3187,HIGH,10,11.76810054,,,,,,,,,,,,
CVE-2010-0269,HIGH,10,11.75054982,,,,,,,,,,,,
CVE-2010-0476,HIGH,10,11.75054982,,,,,,,,,,,,
CVE-2010-2550,HIGH,10,11.75054982,,,,,,,,,,,,
CVE-2010-0104,HIGH,10,11.7093164,,,,,,,,,,,,
CVE-2010-0445,HIGH,10,11.70743336,,,,,,,,,,,,
CVE-2010-2710,HIGH,10,11.70743336,,,,,,,,,,,,
CVE-2010-0055,HIGH,10,11.69048396,,,,,,,,,,,,
CVE-2010-3111,HIGH,10,11.65286074,,,,,,,,,,,,
CVE-2010-3415,HIGH,10,11.65231093,,,,,,,,,,,,
CVE-2010-4203,HIGH,10,11.65231093,,,,,,,,,,,,
CVE-2010-2897,HIGH,10,11.6517613,,,,,,,,,,,,
CVE-2010-3112,HIGH,10,11.6517613,,,,,,,,,,,,
CVE-2010-3117,HIGH,10,11.6517613,,,,,,,,,,,,
CVE-2010-3120,HIGH,10,11.6517613,,,,,,,,,,,,
CVE-2010-2901,HIGH,10,11.65157812,,,,,,,,,,,,
CVE-2010-3113,HIGH,10,11.65157812,,,,,,,,,,,,
CVE-2010-3114,HIGH,10,11.65157812,,,,,,,,,,,,
CVE-2010-3116,HIGH,10,11.65157812,,,,,,,,,,,,
CVE-2010-3119,HIGH,10,11.65157812,,,,,,,,,,,,
CVE-2010-3252,HIGH,10,11.65157812,,,,,,,,,,,,
CVE-2010-3253,HIGH,10,11.65157812,,,,,,,,,,,,
CVE-2010-3254,HIGH,10,11.65157812,,,,,,,,,,,,
CVE-2010-2298,HIGH,10,11.65139497,,,,,,,,,,,,
CVE-2010-2299,HIGH,10,11.65139497,,,,,,,,,,,,
CVE-2010-2300,HIGH,10,11.65139497,,,,,,,,,,,,
CVE-2010-2302,HIGH,10,11.65139497,,,,,,,,,,,,
CVE-2010-2495,HIGH,10,11.65139497,,,,,,,,,,,,
CVE-2010-2898,HIGH,10,11.65139497,,,,,,,,,,,,
CVE-2010-2902,HIGH,10,11.65139497,,,,,,,,,,,,
CVE-2010-2105,HIGH,10,11.65121184,,,,,,,,,,,,
CVE-2010-2107,HIGH,10,11.65121184,,,,,,,,,,,,
CVE-2010-2900,HIGH,10,11.65121184,,,,,,,,,,,,
CVE-2010-4744,HIGH,10,11.6497475,,,,,,,,,,,,
CVE-2010-3599,HIGH,9.4,11.07106665,,,,,,,,,,,,
CVE-2010-3671,HIGH,9.4,10.99965911,,,,,,,,,,,,
CVE-2010-1290,HIGH,9.3,150.5448426,,,,,,,,,,,,
CVE-2010-3311,HIGH,9.3,108.0643782,,,,,,,,,,,,
CVE-2010-2730,HIGH,9.3,108.0476713,,,,,,,,,,,,
CVE-2010-4344,HIGH,9.3,107.9014187,,,,,,,,,,,,
CVE-2010-1797,HIGH,9.3,107.8700215,,,,,,,,,,,,
CVE-2010-4182,HIGH,9.3,107.7959125,,,,,,,,,,,,
CVE-2010-0027,HIGH,9.3,107.786553,,,,,,,,,,,,
CVE-2010-0244,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0245,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0246,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0247,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0248,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0267,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0489,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0490,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0491,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0492,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0555,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0805,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0806,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-0807,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-1175,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-1259,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-1260,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-1261,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-1262,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-2556,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-2557,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-2558,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-2559,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-2560,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3326,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3328,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3329,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3331,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3340,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3343,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3345,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3346,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3962,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-3971,HIGH,9.3,107.769648,,,,,,,,,,,,
CVE-2010-2657,HIGH,9.3,107.6927536,,,,,,,,,,,,
CVE-2010-0127,HIGH,9.3,107.6867732,,,,,,,,,,,,
CVE-2010-0128,HIGH,9.3,107.6867732,,,,,,,,,,,,
CVE-2010-0129,HIGH,9.3,107.6867732,,,,,,,,,,,,
CVE-2010-0130,HIGH,9.3,107.6867732,,,,,,,,,,,,
CVE-2010-0243,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-0986,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-0987,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1280,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1281,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1283,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1284,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1286,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1287,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1288,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1289,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1291,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-1292,HIGH,9.3,107.6699228,,,,,,,,,,,,
CVE-2010-0679,HIGH,9.3,11.65489128,,,,,,,,,,,,
CVE-2010-0103,HIGH,9.3,11.65300661,,,,,,,,,,,,
CVE-2010-1176,HIGH,9.3,11.64544603,,,,,,,,,,,,
CVE-2010-1177,HIGH,9.3,11.64544603,,,,,,,,,,,,
CVE-2010-1179,HIGH,9.3,11.64544603,,,,,,,,,,,,
CVE-2010-1239,HIGH,9.3,11.64356237,,,,,,,,,,,,
CVE-2010-1424,HIGH,9.3,11.64087454,,,,,,,,,,,,
CVE-2010-1685,HIGH,9.3,11.63604565,,,,,,,,,,,,
CVE-2010-1279,HIGH,9.3,11.63417093,,,,,,,,,,,,
CVE-2010-1686,HIGH,9.3,11.63390326,,,,,,,,,,,,
CVE-2010-0512,HIGH,9.3,11.63149585,,,,,,,,,,,,
CVE-2010-2009,HIGH,9.3,11.63069403,,,,,,,,,,,,
CVE-2010-1273,HIGH,9.3,11.62695652,,,,,,,,,,,,
