IoC,Base Severity,Base Score,Final Score,,,,IoC,Base Severity,Base Score,Final Score,,IoC,Base Severity,Base Score,Final Score
CVE-2004-1257,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1258,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1259,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1260,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1261,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1262,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1264,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1265,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1266,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1271,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1272,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1273,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1274,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1275,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1278,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1279,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1280,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1282,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1283,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1284,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1285,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1286,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1288,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1289,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1290,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1292,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1293,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1297,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1298,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1299,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1300,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1301,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1302,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1303,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1304,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1309,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1310,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1311,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1390,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1402,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1463,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1483,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1486,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1636,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1682,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1695,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1701,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1760,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1763,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1769,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1770,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1898,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1903,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-1993,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2004,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2048,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2114,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2142,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2153,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2156,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2159,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2248,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2275,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2284,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2359,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2388,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2403,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2421,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2441,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2453,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2470,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2500,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2537,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2590,HIGH,10,11.74941712,,,,,,,,,,,,
CVE-2004-2622,HIGH,10,11.74761251,,,,,,,,,,,,
CVE-2004-2623,HIGH,10,11.74761251,,,,,,,,,,,,
CVE-2004-2627,HIGH,10,11.74761251,,,,,,,,,,,,
CVE-2004-2644,HIGH,10,11.74761251,,,,,,,,,,,,
CVE-2004-2645,HIGH,10,11.74761251,,,,,,,,,,,,
CVE-2004-2689,HIGH,10,11.74580977,,,,,,,,,,,,
CVE-2004-2734,HIGH,10,11.74580977,,,,,,,,,,,,
CVE-2004-0040,HIGH,10,11.73125626,,,,,,,,,,,,
CVE-2004-0185,HIGH,10,11.73125626,,,,,,,,,,,,
CVE-2004-0297,HIGH,10,11.73125626,,,,,,,,,,,,
CVE-2004-0309,HIGH,10,11.73125626,,,,,,,,,,,,
CVE-2004-0356,HIGH,10,11.73125626,,,,,,,,,,,,
CVE-2004-0083,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0084,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0097,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0234,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0368,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0507,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0521,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0557,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0600,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0607,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0722,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0745,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0757,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0764,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0769,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0771,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0888,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0891,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0903,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0904,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0914,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0981,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0989,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0990,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-1017,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-1025,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-1026,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-1153,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-1308,HIGH,10,11.73105774,,,,,,,,,,,,
CVE-2004-0539,HIGH,10,11.73085925,,,,,,,,,,,,
CVE-2004-2513,HIGH,10,11.72947042,,,,,,,,,,,,
CVE-2004-2777,HIGH,10,11.6980267,,,,,,,,,,,,
CVE-2004-0261,HIGH,10,11.6910304,,,,,,,,,,,,
CVE-2004-0414,HIGH,10,11.6910304,,,,,,,,,,,,
CVE-2004-0416,HIGH,10,11.6910304,,,,,,,,,,,,
CVE-2004-0418,HIGH,10,11.6910304,,,,,,,,,,,,
CVE-2004-0541,HIGH,10,11.6910304,,,,,,,,,,,,
CVE-2004-0902,HIGH,10,11.6910304,,,,,,,,,,,,
CVE-2004-0941,HIGH,10,11.6910304,,,,,,,,,,,,
CVE-2004-1137,HIGH,10,11.6910304,,,,,,,,,,,,
CVE-2004-0168,HIGH,10,11.66294667,,,,,,,,,,,,
CVE-2004-1010,HIGH,10,11.66161176,,,,,,,,,,,,
CVE-2004-0209,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-0380,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-0572,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-0575,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-0597,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-0897,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-0900,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-0963,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-2289,HIGH,10,11.65989699,,,,,,,,,,,,
CVE-2004-0946,HIGH,10,11.65856447,,,,,,,,,,,,
CVE-2004-1094,HIGH,10,11.65856447,,,,,,,,,,,,
CVE-2004-1170,HIGH,10,11.65856447,,,,,,,,,,,,
CVE-2004-0308,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-0882,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-0962,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-0987,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-1019,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-1065,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-1099,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-1154,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-1287,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-1351,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-2764,HIGH,10,11.65647263,,,,,,,,,,,,
CVE-2004-0201,HIGH,10,11.62223298,,,,,,,,,,,,
CVE-2004-0212,HIGH,10,11.62223298,,,,,,,,,,,,
CVE-2004-0568,HIGH,10,11.62223298,,,,,,,,,,,,
CVE-2004-0571,HIGH,10,11.62223298,,,,,,,,,,,,
CVE-2004-0901,HIGH,10,11.62223298,,,,,,,,,,,,
CVE-2004-1080,HIGH,10,11.62223298,,,,,,,,,,,,
CVE-2004-0627,HIGH,10,11.57975858,,,,,,,,,,,,
CVE-2004-0628,HIGH,10,11.57975858,,,,,,,,,,,,
CVE-2004-0836,HIGH,10,11.57975858,,,,,,,,,,,,
CVE-2004-0523,HIGH,10,11.5734167,,,,,,,,,,,,
CVE-2004-0574,HIGH,10,11.55919105,,,,,,,,,,,,
CVE-2004-0840,HIGH,10,11.55919105,,,,,,,,,,,,
CVE-2004-0330,HIGH,10,11.53958586,,,,,,,,,,,,
CVE-2004-2532,HIGH,10,11.53958586,,,,,,,,,,,,
CVE-2004-0434,HIGH,10,11.52003773,,,,,,,,,,,,
CVE-2004-2233,HIGH,10,11.51741398,,,,,,,,,,,,
CVE-2004-2236,HIGH,10,11.51741398,,,,,,,,,,,,
CVE-2004-2237,HIGH,10,11.51741398,,,,,,,,,,,,
CVE-2004-1018,HIGH,10,11.51619102,,,,,,,,,,,,
CVE-2004-1063,HIGH,10,11.51619102,,,,,,,,,,,,
CVE-2004-1064,HIGH,10,11.51619102,,,,,,,,,,,,
CVE-2004-0978,HIGH,10,11.51601639,,,,,,,,,,,,
CVE-2004-2687,HIGH,9.3,11.66764607,,,,,,,,,,,,
CVE-2004-0259,HIGH,9.3,10.92695792,,,,,,,,,,,,
CVE-2004-1114,HIGH,9.3,10.92695792,,,,,,,,,,,,
CVE-2004-1441,HIGH,9.3,10.92695792,,,,,,,,,,,,
CVE-2004-1875,HIGH,9.3,10.92695792,,,,,,,,,,,,
CVE-2004-2692,HIGH,9.3,10.92360308,,,,,,,,,,,,
CVE-2004-0273,HIGH,9.3,10.91006832,,,,,,,,,,,,
CVE-2004-1029,HIGH,9.3,10.9098837,,,,,,,,,,,,
CVE-2004-1125,HIGH,9.3,10.84529894,,,,,,,,,,,,
CVE-2004-0200,HIGH,9.3,10.84051955,,,,,,,,,,,,
CVE-2004-2700,HIGH,9,11.29127039,,,,,,,,,,,,
CVE-2004-1371,HIGH,9,10.57447541,,,,,,,,,,,,
CVE-2004-2673,HIGH,9,10.57122879,,,,,,,,,,,,
CVE-2004-1628,HIGH,9,10.36457192,,,,,,,,,,,,
CVE-2004-0638,HIGH,8.5,9.98700455,,,,,,,,,,,,
CVE-2004-2690,HIGH,8.5,9.983938303,,,,,,,,,,,,
CVE-2004-1364,HIGH,8.5,9.909779801,,,,,,,,,,,,
